AppelKey,Libelle_code_appel,Code_appel,Held,Raccroche_agent,Interruptdel,Numero_compose
145,answered,2.0,2.0,0.0,0.0,2796670.0
146,answered,2.0,2.0,0.0,0.0,2796010.0
147,answered,2.0,2.0,0.0,0.0,2788687.0
148,answered,2.0,2.0,0.0,0.0,2788618.0
149,answered,2.0,2.0,0.0,0.0,2796505.0
150,answered,2.0,2.0,0.0,0.0,2788589.0
151,answered,2.0,2.0,0.0,0.0,2796606.0
152,answered,2.0,2.0,0.0,0.0,2796713.0
153,answered,2.0,2.0,0.0,0.0,2796707.0
154,answered,2.0,2.0,1.0,0.0,2796596.0
155,answered,2.0,2.0,0.0,0.0,2796681.0
156,answered,2.0,2.0,0.0,0.0,2796588.0
157,answered,2.0,2.0,1.0,0.0,2796543.0
158,answered,2.0,2.0,0.0,0.0,2796024.0
159,answered,2.0,2.0,0.0,0.0,2788666.0
160,answered,2.0,2.0,0.0,0.0,2788630.0
161,answered,2.0,2.0,0.0,0.0,2788648.0
162,answered,2.0,2.0,0.0,0.0,2796020.0
163,answered,2.0,2.0,0.0,0.0,2788613.0
164,answered,2.0,2.0,0.0,0.0,2788658.0
165,answered,2.0,2.0,1.0,0.0,2796647.0
166,answered,2.0,2.0,0.0,0.0,2796012.0
167,answered,2.0,2.0,1.0,0.0,2796006.0
168,answered,2.0,2.0,0.0,0.0,2788691.0
169,answered,2.0,2.0,0.0,0.0,2796004.0
170,answered,2.0,2.0,0.0,0.0,2788697.0
171,answered,2.0,2.0,0.0,0.0,2796008.0
172,answered,2.0,2.0,1.0,0.0,2796615.0
173,answered,2.0,2.0,0.0,0.0,2788645.0
174,answered,2.0,2.0,1.0,0.0,2796548.0
175,answered,2.0,2.0,1.0,0.0,2796652.0
176,answered,2.0,2.0,0.0,0.0,2788693.0
177,answered,2.0,2.0,1.0,0.0,2796515.0
178,answered,2.0,2.0,1.0,0.0,2788610.0
179,answered,2.0,2.0,1.0,0.0,2788668.0
180,answered,2.0,2.0,1.0,0.0,2796633.0
181,answered,2.0,2.0,1.0,0.0,2788628.0
182,answered,2.0,2.0,1.0,0.0,2788623.0
183,answered,2.0,2.0,1.0,0.0,2788695.0
